Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kale-face-cleanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Kale_Face_Cleanser_2_png.png?v=1727608669,2,"",,,,,,,,,,,,,,,,,,,,,,,
styling-wax,Styling Wax,"<h2>Description</h2> <p><span style=""font-weight: 400;"">The perfect styling wax for a professional hold with a gloss finish. Add the right volume and strong definition to your hair with simple ingredients that do the work. Formulated for easy application, this styling wax offers flexible styling for any occasion that doesn’t harden like gels or hairsprays. Find this to be the best, medium-hold styling wax that is easily spreadable and makes this the perfect wax for all hair types.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Medium hold with a gloss finish</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Spreadable for flexible styling</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Perfect for all hair types</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Add a quarter-sized amount of wax and work into damp or dry short hair</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Style with fingers</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Petrolatum, Beeswax, Polawax, Lanolin, Paraffin, Ozokerite, Safflower Oil, fragrance</span></p>",Ayonne skin,Health & Beauty > Personal Care > Hair Care,Wax,Mens Collection,true,Title,Default Title,,,,,,,,BLNK-BR-05-07-WX-WX8,0.0,shopify,deny,blanka,26.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Styling_Wax_png.png?v=1727608816,1,"",false,,,,,,,,,,,,,,,,,,,lb,,11.24,active
styling-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Styling_Wax_3_png.png?v=1727608837,2,"",,,,,,,,,,,,,,,,,,,,,,,
styling-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Styling_Wax_4_png.png?v=1727608861,3,"",,,,,,,,,,,,,,,,,,,,,,,
styling-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Styling_Wax_2_png.png?v=1727608883,4,"",,,,,,,,,,,,,,,,,,,,,,,
hydra-silk-leave-in-conditioner,Hydra Silk Leave-In Conditioner,"<h2>Description</h2> <p><span style=""font-weight: 400;"">The Hydra Silk Leave-In Conditioner is a luxurious treatment formulated to nourish, protect, and enhance your hair’s health with every use. Designed with a rich blend of natural extracts and oils, this leave-in conditioner offers an effortless solution to maintain vibrant, healthy-looking hair. This leave-in conditioner is perfect for all hair types, providing essential hydration, notable shine, and a touchable, soft finish without residue. Ideal for daily use, it helps simplify your hair care routine while delivering the nourishment your hair deserves. Embrace effortless styling and confidence with each application, knowing your hair is receiving the best care possible. Suitable for all hair types.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Works to keep hair deeply moisturized, silky smooth, and visibly healthy</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Indian Gooseberry, Cocoa, and Apple Extracts protects hair from environmental damage, enhance vitality, and add a natural sheen</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sunflower, Brazil Nut, Buriti, and Passionfruit Seed Oils deeply moisturizes and fortifies hair from roots to ends, preventing breakage and promoting elasticity</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Added protein to strengthen the hair shaft, repair damage, and protect against breakage</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Lightly fragranced, leaving your hair smelling fresh throughout the day.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan, Cruelty-Free, Recyclable Packaging</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mist throughout clean, towel-dried hair prior to styling</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">For maximum protection against outdoor activities, use prior to any Pool or Beach activities</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Water (Aqua), Glycerin, Cetyl Alcohol, Emblica Officinalis (Indian </span><span style=""font-weight: 400;"">Gooseberry) Fruit Extract, Helianthus Annuus (Sunflower) Seed Extract, Theobroma Cacao (Cocoa) Extract, Bertholletia Excelsa (Brazil Nut) Seed Oil, Mauritia Flexuosa (Buriti) Fruit Oil, Passiflora Edulis (Passionfruit) Seed Oil, Pyrus Malus (Apple) Fruit Extract, Tocopherol (Vitamin E), Panthenol, Hydrolyzed Soy Protein, Hydrolyzed Barley Protein, Hydrolyzed Wheat Protein, Cyclopentasiloxane, Amodimethicone, Cetrimonium Chloride, Trideceth-12, Citric Acid, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum)</span></p>",Ayonne skin,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,Cosmetics,"hair, hair products, Sunday Self-Care Rituals",true,Title,Default Title,,,,,,,,BLNK-DP-06-11-LCDT-HSLCDT,0.0,shopify,deny,blanka,25.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Hydra_Silk_Leave-In_Conditioner_png.png?v=1727603803,1,"",false,,,,,,,,,,,,,,,,,,,lb,,20.00,active
liquid-shimmer-rosy,Liquid Shimmer - Rosy,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Get that high impact shine you’ve always wanted with our liquid shimmer. Our innovative formula is versatile with brilliant shine, you can glam up any makeup look on your lips, eyelids, or cheekbones. Get creative with these shades and you’ll love that it’s crease-proof and smudge-proof! Combine our liquid shimmer with other products or use it on its own. A must-have product in your makeup bag for extra glam and shine.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pigment rich and long-lasting</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Smooth application with shimmering finish</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Versatile and crease-proof</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan and cruelty-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben and gluten-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">5 mL / 0.17 fl oz</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Gently use a small amount and apply with your finger or a small brush </span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Layer the Liquid Shimmer on top of eyeshadows, highlighters, and lipsticks or use on its own</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Aqua, Propylene Glycol, Mica, Calcium Aluminum Borosilicate, Polyvinyl Alcohol, Xanthan Gum, Carbomer, Triethanolamine, Phenoxyethanol, Methyl Alcohol, Methyl Acetate, May Contain: Titanium Dioxide, Ci 77491, Tin Oxide</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics,Cosmetics,"beauty, Rise and Glow, skincare",true,Title,Default Title,,,,,,,,BLNK-MB-01-04-SH-SHM07,0.0,shopify,deny,blanka,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Liquid_Shimmer_png_c709fa51-0ac9-4de5-8320-488647b8017c.png?v=1727605480,1,"",false,,,,,,,,,,,,,,,,,,,lb,,8.77,active
liquid-shimmer-rosy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Liquid_Shimmer_2_png_c0c9e3b0-e349-42b4-bc0f-d9a84430891c.png?v=1727605513,2,"",,,,,,,,,,,,,,,,,,,,,,,
liquid-shimmer-rosy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Liquid_Shimmer_3_png_bf27c3f8-c75a-45f5-b0ad-5dff4fadae57.png?v=1727602928,3,"",,,,,,,,,,,,,,,,,,,,,,,
highlighter-stick-beige-lights,Highlighter Stick - Beige Lights,"<h2>Description</h2>
<p><span style=""font-weight: 400;"">This glowy Highlighter Stick will be the pick-me-up you need throughout the day. Get a perfect, radiant glow with this easy to use, nourishing Highlighter Stick. Infused with vitamin C, you’ll instantly brighten up your cheeks with shimmer. The Highlighter Stick also contains vitamin A and E which promotes skin health and softens the skin. Buildable and streak-free, this luminous Highlighter Stick will bring your best features forward.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p>
<h2>Benefits</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin C brightens the skin’s appearance</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin A softens skin and reduces skin irritation</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin E promotes skin health with natural antioxidants</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
</ul>
<h2>Application</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">On top of foundation or concealer, apply the highlighter stick upward on your cheekbones</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Use a fluffy, dense brush to blend with small circular motion</span></li>
</ul>
<h2>Ingredients</h2>
<p>Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Polyethylene, Cetyl Dimethicone, Microcrystalline Wax (Cera Microcristallina), Ozokerite, Hydrogenated Polyisobutene, Tocopheryl Acetate, Ascorbyl Palmitate, Retinyl Palmitate, BHT, Tocopherol Oil, [+/- (May Contain): Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate, Silica, Tin Oxide, Palmitic Acid, Mica (CI 77019), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Carmine (CI 75470), Ultramarines (CI 77007), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Red 40 Lake CI 16035), Yellow 5 Lake (CI 19140), Blue 1 (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499)]</p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Makeup > Body Makeup,Cosmetics,"beauty, Rise and Glow, Skin, skincare, Your best skin",true,Title,Default Title,,,,,,,,BLNK-LB-01-02-HS-HST102,0.0,shopify,deny,blanka,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Highlighter_Stick_png_9f94c459-34fa-4283-ac8f-dbd774c7bb44.png?v=1727603624,1,"",false,,,,,,,,,,,,,,,,,,,lb,,8.95,active
highlighter-stick-beige-lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Highlighter_Stick_2_png_d6cd8c72-27b1-4de2-8702-f606d9de3dde.png?v=1727602915,2,"",,,,,,,,,,,,,,,,,,,,,,,
liquid-shimmer-goldie,Liquid Shimmer - Goldie,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Get that high impact shine you’ve always wanted with our liquid shimmer. Our innovative formula is versatile with brilliant shine, you can glam up any makeup look on your lips, eyelids, or cheekbones. Get creative with these shades and you’ll love that it’s crease-proof and smudge-proof! Combine our liquid shimmer with other products or use it on its own. A must-have product in your makeup bag for extra glam and shine.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Pigment rich and long-lasting</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Smooth application with shimmering finish</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Versatile and crease-proof</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan and cruelty-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben and gluten-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">5 mL / 0.17 fl oz</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Gently use a small amount and apply with your finger or a small brush </span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Layer the Liquid Shimmer on top of eyeshadows, highlighters, and lipsticks or use on its own</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Aqua, Propylene Glycol, Mica, Calcium Aluminum Borosilicate, Polyvinyl Alcohol, Xanthan Gum, Carbomer, Triethanolamine, Phenoxyethanol, Methyl Alcohol, Methyl Acetate, May Contain: Titanium Dioxide, Ci 77491, Tin Oxide</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Makeup > Body Makeup > Body & Hair Glitter,Cosmetics,"Cosmetics, Rise and Glow",true,Title,Default Title,,,,,,,,BLNK-MB-01-04-SH-SHM05,0.0,shopify,deny,blanka,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Liquid_Shimmer_png_d9383bc2-41e9-4d74-a024-d163d76637ea.png?v=1727603927,1,"",false,,,,,,,,,,,,,,,,,,,lb,,8.77,active
liquid-shimmer-goldie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Liquid_Shimmer_3_png_6e0bc16e-e050-4035-865f-92e5019b89e1.png?v=1727603959,2,"",,,,,,,,,,,,,,,,,,,,,,,
liquid-shimmer-goldie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Liquid_Shimmer_2_png_dbf111d3-b2a4-4f53-aa17-a227c6701f7e.png?v=1727602925,3,"",,,,,,,,,,,,,,,,,,,,,,,
highlighter-stick-bronze-lights,Highlighter Stick - Bronze Lights,"<h2>Description</h2> <p><span style=""font-weight: 400;"">This glowy Highlighter Stick will be the pick-me-up you need throughout the day. Get a perfect, radiant glow with this easy to use, nourishing Highlighter Stick. Infused with vitamin C, you’ll instantly brighten up your cheeks with shimmer. The Highlighter Stick also contains vitamin A and E which promotes skin health and softens the skin. Buildable and streak-free, this luminous Highlighter Stick will bring your best features forward.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin C brightens the skin’s appearance</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin A softens skin and reduces skin irritation</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin E promotes skin health with natural antioxidants</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">On top of foundation or concealer, apply the highlighter stick upward on your cheekbones</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Use a fluffy, dense brush to blend with small circular motion</span></li>
</ul> <h2>Ingredients</h2> <p>Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Polyethylene, Cetyl Dimethicone, Microcrystalline Wax (Cera Microcristallina), Ozokerite, Hydrogenated Polyisobutene, Tocopheryl Acetate, Ascorbyl Palmitate, Retinyl Palmitate, BHT, Tocopherol Oil, [+/- (May Contain): Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate, Silica, Tin Oxide, Palmitic Acid, Mica (CI 77019), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Red 40 Lake CI 16035), Yellow 5 Lake (CI 19140), Blue 1 (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499)]</p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics,Cosmetics,"beauty, Rise and Glow, skincare",true,Title,Default Title,,,,,,,,BLNK-LB-01-02-HS-HST103,0.0,shopify,deny,blanka,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Highlighter_Stick_png.png?v=1727605618,1,"",false,,,,,,,,,,,,,,,,,'9,,lb,,8.95,active
highlighter-stick-bronze-lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Highlighter_Stick_2_png.png?v=1727602896,2,"",,,,,,,,,,,,,,,,,,,,,,,
light-touch-blender,Light Touch Blender,"<h2>Description</h2> <p><span style=""font-weight: 400;"">With double angled sides, our Light Touch Blender provides flawless contour and coverage. The latex-free foam will lightly blend face makeup and the precision, angled point will leave no imperfections behind. Illuminate, highlight and contour products using the angled sides and use the rounded sides for perfect blending. </span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Latex-free, eco-friendly foam</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Double angled sides for more versatility</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Cleans easily, dries easily</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Wet Light Touch Blender with water</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Squeeze out excess liquid</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tap foundation, BB cream, powder, or any other product across your face for a beautiful blend</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Cleanse with your favorite liquid soap and warm water</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Replace every 4-6 months upon signs of wear</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Latex-free Foam</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cotton Swabs,Cosmetics,"beauty, Rise and Glow, skincare",true,Title,Default Title,,,,,,,,BLNK-AB-04-02-MS2,0.0,shopify,deny,blanka,16.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Light_Touch_Blender_png.png?v=1727603153,1,"",false,,,,,,,,,,,,,,,,,,,lb,,4.28,active
light-touch-blender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Light_Touch_Blender_2_png.png?v=1727603250,2,"",,,,,,,,,,,,,,,,,,,,,,,
light-touch-blender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Light_Touch_Blender_3_png.png?v=1727603180,3,"",,,,,,,,,,,,,,,,,,,,,,,
light-touch-blender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Light_Touch_Blender_4_png.png?v=1727603207,4,"",,,,,,,,,,,,,,,,,,,,,,,
mens-face-moisturizer,Men's Face Moisturizer,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Keep it simple with essential ingredients in our men’s face moisturizer to provide hydration and maintain younger-looking skin. Smooth the look of fine lines overnight with non-greasy ingredients. Soften rough texture and uneven complexion tones and add this to your last step of your night routine.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Blend of organic oils softens fine lines and skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Unique blend of moisturizing properties for non-greasy consistency</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Balanced formula maintains younger-looking skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben, gluten, and cruelty free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan and certified organic</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Ideal for smoothing the face and neck area</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Use a dollop and apply on skin before bedtime</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">For daytime hydration, apply before sunscreen</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Aqua, Caprylic/Capric Triglyceride, Glyceryl Stearate SE, Sorbitol, Stearic Acid, Carthamus  Tinctorius (Safflower) Seed Oil, Cetyl Alcohol, Cyclopentasiloxane, Dimethicone, PEG-100  Stearate, Glyceryl Stearate, Carbomer, *CO Glycerin, Glycerin, Titanium Dioxide, Olea Europaea  (Olive) Fruit Oil, Argania Spinosa Kernel Oil, Aloe Barbadensis Leaf Extract, **Squalane, *CO  Olea Europaea (Olive) Leaf Extract, *CO Humulus Lupulus (Hops) Extract, *CO Lavandula  Angustifolia (Lavender) Flower/Leaf/Stem Extract, *CO Calendula Officinalis Flower Extract, *CO  Chamomilla Recutita (Matricaria) Flower Extract, *CO Citrus Limon (Lemon) Peel Extract, *CO  Cucumis Sativus (Cucumber) Seed Extract, *CO Camellia Sinensis Leaf Extract, *CO Pyrus Malus  (Apple) Fruit Extract, *CO Spirulina Platensis Extract, Sea Salt (Dead Sea Salt), Malus Domestica  Fruit Cell Culture Extract, Ascorbic Acid (Vitamin C), Xanthan Gum, Retinyl Palmitate (Vitamin A), Tocopheryl Acetate (Vitamin E), Lecithin, Phenoxyethanol, Ethylhexylglycerin, Fragrance,  Sodium Hydroxide, Disodium EDTA </span></p>
<p><span style=""font-weight: 400;"">*CO Certified Organic </span></p>
<p><span style=""font-weight: 400;"">**From Sugarcane</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Cosmetics,"beauty, Mens Collection, moisturizer, skincare",true,Title,Default Title,,,,,,,,BLNK-SS-05-02-MST,0.0,shopify,deny,blanka,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Men_s_Face_Moisturizer_4_png.png?v=1727604412,1,"",false,,,,,,,,,,,,,,,,,'4,,lb,,21.40,active
mens-face-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Men_s_Face_Moisturizer_2_png.png?v=1727604449,2,"",,,,,,,,,,,,,,,,,,,,,,,
mens-face-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Men_s_Face_Moisturizer_png.png?v=1727604343,3,"",,,,,,,,,,,,,,,,,,,,,,,
mens-face-moisturizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Men_s_Face_Moisturizer_3_png.png?v=1727602893,4,"",,,,,,,,,,,,,,,,,,,,,,,
