Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lip-kit-red-apple,Lip Kit - Red Apple,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Create your perfect lips with our premium Lip Kit. This curated kit includes a three-piece set of full-size products including a lip liner, lipstick, and lip gloss. Everything you need for a perfect pout.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">This set includes:</span></p>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Net wt. 11 g / 0.04 oz. - Lip Liner in Apple</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Net wt. 3.40 g / 0.12 oz. - Luxury Cream Lipstick in Regal Red</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Net 5 mL / 0.17 fl. oz. - Lip Gloss in Rouge</span></li>
</ul>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Easy to use and apply products</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Perfectly pigmented Lip Liner and Lipstick to ensure your color stays all day</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">High-shine finish gloss</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Convenient to travel with</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Camelina Sativa Seed Oil is rich in omega-3 fatty acids and vitamin E to lock in moisture and strengthen skin barrier</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Mango Butter softens the appearance of fine lines</span></li>
<li><span style=""font-weight: 400;"">Paraben-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">70 g</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Line and contour your lips with Lip Liner</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Saturate your lips with color using the Luxury Cream Lipstick</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Finish with a top coat of Lip Gloss to add volume</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Lip Liner: Ricinus Communis (Castor) Seed Oil, Microcrystalline Wax, Paraffin, Petrolatum, Octyl Palmitate, Carnauba, Cera Alba, Lanolin, BHT, Caprylyl Glycol, Phenoxyethanol. May contain (+/-): Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarine Blue (CI 77007), Iron Blue (CI 77510), Chromium Oxide Green (CI 77288), FD&amp;C Yellow #5 Aluminum Lake (CI19140), FD&amp;C Red 40 Aluminum Lake (CI 16035), FD&amp;C Blue #1 Lake (CI 42090). (Made in Canada)</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Luxury Cream Lipstick: Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Polyethylene, Octyldodecanol, Bis-Diglyceryl Polyacyladipate-2, Mica, Cera Microcristallina/Microcrystalline Wax/Cire microcristalline, Caprylic/Capric Triglyceride, Hydrated Silica, Phenyl Trimethicone, Triisostearin, Polyglyceryl-3 Diisostearate, Pentaerythrityl Tetraisostearate, Hydrogenated Olive Oil, Olea Europaea (Olive) Fruit Oil, Olea Europaea (Olive) Oil Unsaponifiables, Argania Spinosa Kernel Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Camelina Sativa Seed Oil, Vitis Vinifera (Grape) Seed Oil, Astrocaryum Murumuru Seed Butter, Macadamia Ternifolia Seed Oil, Butyrospermum Parkii (Shea) Butter, Mangifera Indica (Mango) Seed Butter, Tocopherol, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Sucrose Acetate Isobutyrate, Sodium Hyaluronate, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Octyldodecyl Neopentanoate, Sorbitan Oleate, VP/Eicosene Copolymer, VP/Hexadecene Copolymer, Citric Acid, Silica, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Tin Oxide May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 21(CI 45380), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Orange 5 (CI 45370), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090). (Made in USA)</span></p>
<p><br><br></p>
<p><span style=""font-weight: 400;"">Lip Gloss: Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polyisobutene, Tridecyl Trimellitate, Bis-diglyceryl Polyacyladipate-2, Silica Dimethyl Silylate, Ozokerite, Glyceryl Caprylate, Bht, Fragrance. May Contain: Titanium Dioxide, Ci77499, Ci77492, Ci77491, Red 6 Lake, Red 7. Lake, Yellow 6 Lake, Red 28 Lake, Mica, Yellow 5 Lake, Red 40 Lake, Calcium Sodium Borosilicate, Silica, Synthetic Fluorphlogopite, Iron Oxide, Tin Oxide, Calcium Aluminum Borosilicate, Fd&amp;c Blue 1 Al Lake(Ci 42090). (Made in Canada)</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Cosmetics,"anti-aging, beauty, moisturizer, Rise and Glow, skincare",true,Title,Default Title,,,,,,,,BLNK-BL-01-01-LK-LK-LKLRA,0.0,shopify,deny,blanka,44.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Untitled_design_21.png?v=1727422628,1,"",false,Buy Lip Kit - Red Apple - Best Cosmetics Product,"Shop Lip Kit - Red Apple, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,20.00,active
lip-scrub,Lip Scrub,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Preparing for a night out and want your lipstick to stay long-lasting? Our lip scrub is made to rejuvenate, transform and moisturize your lips. A delicious, gentle yet effective way to polish the dry, flaky skin - a perfect way to prime your lips for lipstick. A minty scrub that contains vitamin E, jojoba oil, and shea butter that won’t disappoint. Give your lips some extra TLC by applying this scrub 2x a week to see and feel the difference of healthy lips.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Shea butter soothes your lips</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin E and jojoba oil heals dry, chapped lips</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Cruelty-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Recyclable packaging</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Apply a pea sized amount to your lips, dry or wet, scrub in circular motion for 30 seconds</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Rinse off remains and apply lip balm or lipstick as needed</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Sucrose, Ricinus Communis (Castor) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Microcrystalline Wax, Silica, Isononyl Isononanoate, Butyrospermum Parkii (Shea) Butter, Euphorbia Cerifera (Candelilla) Wax, Persea Gratissima (Avocado) Oil, Caprylyl Glycol, Mentha Piperita (Peppermint) Oil, Tocopheryl Acetate, BHT, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Calcium Aluminum Borosilicate, Tin Oxide, CI 77891 (Titanium Dioxide), CI 42090 (Blue 1 Lake)</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Cosmetics,"anti-aging, beauty, moisturizer, Rise and Glow, skincare",true,Title,Default Title,,,,,,,,BLNK-PC-03-01-EXFL-LSC,0.0,shopify,deny,blanka,22.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Lip_Scrub_png.png?v=1727592816,1,Image of Lip Scrub - Buy the best Cosmetics online.,false,Buy Lip Scrub - Best Cosmetics Product,"Shop Lip Scrub, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,10.97,active
natural-soothing-soap-aloe,Natural Soothing Soap - Aloe,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Feel the power of aloe vera in this natural aloe rich soothing soap. With plant-based, skin soothing ingredients, your skin will glow and feel plump after a single wash. Aloe vera is the perfect ingredient to soothe dry, irritated and itchy skin from environmental stressors. With a blend of natural goat’s milk and shea butter, this is the ideal, lathering soap to lather your skin in luxury. Packed with natural ingredients and essential oils, this soap is versatile for the body, face and hands.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Plant-based oils repair and moisturizes skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Aloe soothe and brightens skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Goat’s milk and shea butter revitalizes body cells with essential nutrients</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Versatile use for body care, face wash, shaving or hand soap</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Chemical-free without the use of parabens</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
</ul> <h2>Application</h2> <ul>
<li><span style=""font-weight: 400;"">Lather soap for body, face, or hands</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Olea Europaea (Olive) Oil, Cocos Nucifera (Coconut) Oil, Elaeis Guineensis (Palm) Kernel Oil, Water/ Aqua/ Eau, Sodium Hydroxide, Butyrospermum Parkii (Shea) Butter, Carthamus Tinctorius (Safflower) Seed Oil, Aloe Barbadensis Leaf Extract, Citrus Aurantifolia (Lime) Oil,  Lavandula Officinalis Flower Oil, Ricinus Communis (Castor) Seed Oil, Goat milk, Illite, Tocopheryl Acetate</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soaps,"anti-aging, beauty, Mens Collection, moisturizer, skincare, Squeaky Clean: Soaps & Cleansers",true,Title,Default Title,,,,,,,,BLNK-JE-07-06-NS01,0.0,shopify,deny,blanka,19.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Blanka_Product_Pictures_2.png?v=1727589763,1,"",false,Buy Natural Soothing Soap - Aloe - Best Cosmetics Product,"Shop Natural Soothing Soap - Aloe, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,'7,,lb,,6.42,active
shea-body-butter,Shea Body Butter,"<h2>Description</h2> <p><span style=""font-weight: 400;"">A gorgeous shea body butter for a gorgeous you. Our body butter goes on thick, rich in natural fats and our formula uses 8% fair trade shea butter. Slather on our non-greasy, non-sticky body butter to maximize softness of your skin. Get ready to restore and rejuvenate next-level moisture, perfect for any skin type.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Perfect for all skin types</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sunflower seed oil and jojoba seed oil boosts plumpness</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Aloe leaf juice and chamomile flower extract soothes skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Cruelty-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Recyclable packaging</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">50mL</span></li>
</ul> <h2>Application</h2> <ul>
<li><span style=""font-weight: 400;"">Apply to dry areas of the body</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Helianthus Annuus (Sunflower) Seed Oil, Aqua, Cera Alba, Cetyl Alcohol, Sodium Tetraborate, Fragrance, Simmondsia Chinensis (Jojoba) Seed Oil, Glycine Soja (Soybean) Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Chamomilla Recutita (Matricaria) Flower Extract, Sodium Gluconate</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Cosmetics,"anti-aging, beauty, moisturizer, skincare, Sunday Self-Care Rituals",true,Title,Default Title,,,,,,,,BLNK-PC-03-06-CR-SBB,0.0,shopify,deny,blanka,34.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/0005-2220737372424472116.png?v=1744874232,1,"",false,Buy Shea Body Butter - Best Cosmetics Product,"Shop Shea Body Butter, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,'6,,lb,,16.85,active
shea-body-butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Untitled_design_10.png?v=1744874232,2,"",,,,,,,,,,,,,,,,,,,,,,,
vegan-lip-balm,Vegan Lip Balm,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Our Vegan Lip Balm has arrived! This unscented lip balm may be simple, but it is still packed with plant-based oils that keeps your lips nourished and moisturized all day long. Conveniently compact to take with you anywhere. </span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Nourishing oils for long-lasting moisture</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan and cruelty-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Unscented to be suitable for dry and sensitive skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Small and compact for convenience</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">4.5g</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Apply directly onto lips</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Can be used alone, before lip color to prime, or after lip color for added shine</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Vitis Vinifera (Grape) Seed Oil, Euphorbia Cerifera (Candelilla) Wax, Butyrospermum Parkii (Shea Butter), Persea Gratissima (Avocado) Oil, Cocos Nucifera (Coconut) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, d-Alpha Tocopherol, Rosmarinus Officinalis (Rosemary) Leaf Extract</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Cosmetics,"anti-aging, beauty, Hydration Station: Moisturizers, moisturizer, skincare",true,Title,Default Title,,,,,,,,BLNK-FE-03-01-VLB-VLB1,0.0,shopify,deny,blanka,7.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Vegan_Lip_Balm_png.png?v=1727594547,1,Image of Vegan Lip Balm - Buy the best Cosmetics online.,false,Buy Vegan Lip Balm - Best Cosmetics Product,"Shop Vegan Lip Balm, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,2.55,active
natural-soap-charcoal,Natural Soap - Charcoal,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Nothing gets better than a good, deep cleanse from activated charcoal! Charcoal is famously known in skincare products to clear out pores from within, enhancing an easy clean for your hands, body, and face. A form of natural, detoxifying ingredient, this is the best alternative to chemical peels which can be too harsh on the skin. Remove excess oil and dirt with a smooth blend of goat’s milk to make your cleansing experience your favorite part of the day.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Charcoal unclogs pores and removes skin impurities</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Goat’s milk heals damaged skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Natural plant-based oils moisturizes skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Versatile for body, face, shaving or hand soap</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Chemical-free without the use of parabens</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
</ul> <h2>Application</h2> <ul>
<li><span style=""font-weight: 400;"">Lather soap for body, face, or hands</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Olea Europaea (Olive) Oil, Cocos Nucifera (Coconut) Oil, Elaeis Guineensis (Palm) Kernel Oil, Water (Aqua), Sodium Hydroxide, Butyrospermum Parkii (Shea) Butter, Ricinus Communis (Castor) Seed Oil, Goat Milk, Lavandula Angustifolia (Lavender) Flower Oil, Cymbopogon Flexuosus Herb Oil, Santalum Album (Sandalwood) Oil, Aniba Rosaeodora (Rosewood) Oil, Charcoal Powder</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soaps,"anti-aging, beauty, Mens Collection, moisturizer, skincare, Squeaky Clean: Soaps & Cleansers",true,Title,Default Title,,,,,,,,BLNK-JE-07-06-NS03,0.0,shopify,deny,blanka,19.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/0001-6680427003870238440.png?v=1744960582,1,Natural Soap - Charcoal,false,Buy Natural Soap - Charcoal - Best Cosmetics Product,"Shop Natural Soap - Charcoal, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,'7,,lb,,6.42,active
natural-soap-charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Natural_Soap_png.png?v=1744960582,2,Image of Natural Soap - Charcoal - Buy the best Cosmetics online.,,,,,,,,,,,,,,,,,,,,,,,
all-in-one-body-wash,All-in-one Body Wash,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Hydrate and cleanse your skin with the all-in-one body wash. Free of sulfates and harsh chemicals to leave your skin feeling smooth and clean. Featuring squalene, this all-in-one body wash is the must-have product to replace multiple bottles in your shower. With the nutrient-rich ingredients, this body wash gives you a refreshing look to start and end your day right.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Hydrates and cleanses skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Sulfate and paraben-free formula leaves skin’s essential oils intact</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">All-in-one, nutrient-rich ingredients to clean skin with a rich lather</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben, gluten, and cruelty free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan and certified organic</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Add a few pumps to loofah, washcloth or hands and lather on wet skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Rinse with warm water</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Avoid contact with eyes</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Aqua, Cocos Nucifera (Coconut) Oil, Sodium Methyl 2-Sulfolaurate, Disodium 2-Sulfolaurate, Cocamidopropyl Betaine, Glycerin, Sodium Cocoyl Isethionate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Guar Hydroxypropyltrimonium Chloride, **Squalane, *CO Glycerin, *CO Prunus Armeniaca (Apricot) Fruit Extract, *CO Rosa Centifolia Flower Extract, *CO Rosmarinus Officinalis (Rosemary) Leaf Extract, *CO Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Benzyl Alcohol, Fragrance, Sodium Hydroxide, Dehydroacetic Acid *CO Certified Organic **From Sugarcane</span></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,Soaps,"anti-aging, beauty, Mens Collection, moisturizer, skincare, Squeaky Clean: Soaps & Cleansers",true,Title,Default Title,,,,,,,,BLNK-SS-05-06-BWSH,0.0,shopify,deny,blanka,49.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/All-in-one_Body_Wash_png.png?v=1727591256,1,Image of All-in-one Body Wash - Buy the best Cosmetics online.,false,Buy All-in-one Body Wash - Best Cosmetics Product,"Shop All-in-one Body Wash, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,'28,,lb,,21.40,active
lip-gloss-clear,The Orvio Crystal Veil Lip Gloss - Pure Clarity,"<p>Ultimate long-lasting shine and hydration in 18 wearable cream and shimmer shades.</p>

<p>High-shine and non-sticky formula<br>
Paraben and gluten-free<br>
Cruelty-free<br>
18 shades<br>
5 ml / 0.17 fl oz<br>
Made in Canada.</p> 

<p>Ingredients: Hydrogenated polydecene, hydrogenated polyisobutene, polyisobutene, tridecyl trimellitate, bis-diglyceryl polyacyladipate-2, silica dimethyl silylate, ozokerite, glyceryl caprylate, bht, fragrance, may contain: titanium dioxide, ci77499, ci77492, ci77491, red 6 lake , red 7  lake , yellow 6 lake , red 28 lake, mica, yellow 5 lake, red 40 lake, calcium sodium borosilicate, silica, synthetic fluorphlogopite, iron oxide, tin oxide</p>",Ayonne skin,Uncategorized,Anti Aging serums,"Anti-Aging, Anti-Aging Cosmetics, Anti-Aging Cream, Anti-Aging Serum, Cosmetics, Lip Gloss, Serum",false,Title,Standard,,,,,,,,LG01,0.0,shopify,deny,dropshipping-app-0bhj6,57.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/26f50192e453491a89e1fd7227dc5751.png?v=1743321243,1,"",false,Buy Lip Gloss - Clear - Best Cosmetics Product,"Shop Lip Gloss - Clear, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/26f50192e453491a89e1fd7227dc5751.png?v=1743321243,lb,,6.10,archived
lip-plumping-oil,Lip Plumping Oil,"<p>Experience the transformative powers as it softens skin, diminishes lines, and amplifies volume, leaving you with irresistibly luscious, party-ready lips. Indulge in the luxurious water-shine effect, adorned with delicate glistening pearls that effortlessly catch and reflect light. Our lip plumping oil offers a silky, comfortable texture you'll absolutel adore day and night.</p>

<p>Ingredients: Ethylhexyl Palmitate, Octyldodecanol, Ethylene/​Propylene/​Styrene Copolymer, Polyisobutene, Diisostearyl Malate, Sodium Hyaluronate, Cocos Nucifera (Coconut) Oil, Argania Spinosa (Argan) Kernel Oil, Butyrospermum Parkii (Shea) Oil, Tocopherol (Vitamin E), Vanillin Butyl Ether, Capsicum Annuum (Paprika) Fruit Extract, Zingiber Officinale (Ginger) Root Extract, Fragrance, Red 7 Lake (CI 15850)</p>",Ayonne skin,Health & Beauty,Anti Aging serums,"Anti-Aging, Anti-Aging Cosmetics, Anti-Aging Serum, Cosmetics, Lip Plumping Oil, Serum",false,Title,Standard,,,,,,,,FLLPW1,0.0,shopify,deny,dropshipping-app-0bhj6,15.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Jubilee_images.png?v=1726477667,1,Image of Lip Plumping Oil - Buy the best Anti Aging serums online.,false,Buy Lip Plumping Oil - Best Cosmetics Product,"Shop Lip Plumping Oil, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,6.80,archived
ecosmetics-gift-cards,Ayonne Gift Cards,"<p>Looking for the perfect gift but not sure what to choose? Ayonne has you covered with our gift cards! Give the gift of radiant skin and self-care with a flexible option that lets your loved ones pick their favorite anti-aging serums. Ideal for birthdays, holidays, or just because, our gift cards are a thoughtful way to show you care. With fast delivery and easy online redemption, it’s the perfect last-minute gift that still feels personal. Let them glow their way with Ayonne gift cards—because everyone deserves a little luxury!</p>",eCosmetics skin,Gift Cards,Anti Aging serums,"beauty, skincare",true,Denominations,$10.00,,,,,,,,,0.0,,deny,gift_card,9.95,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/54747A43-F296-4313-BCB7-6DDD13DDFE06.png?v=1729398872,1,"",true,Gift Cards,"Searching for the perfect gift? Look no further! eCosmetics gift cards are the ideal way to give the gift of youthful, radiant skin. Let your loved ones choose from our range of premium, cruelty-free anti-aging serums—perfect for all skin types. Our gift cards are easy to buy, instantly delivered, and can be used anytime. Whether it's for a special occasion or just because, eCosmetics gift cards are the thoughtful gift that always impresses. Shop now and give the gift of glowing skin!",,,,,,,,,,,,,,,,,lb,,,active
